,data
1136,"['RT', '@Sexstrology', ':', 'Pisces', 'tend', 'to', 'escape', 'into', 'fantasy', 'and', 'day', 'dreams', '.', 'There', 'they', 'are', 'free', '.', '&lt;', 'yesss', '#wavesindexfingerintheair', '#AGREED', '!', '^10thpower']"
1137,"['Great', 'week', 'in', 'the', 'Optimise', 'office', ',', 'another', 'new', 'client', 'on', 'board', 'and', 'we', 'are', 'close', 'to', 'signing', 'a', 'new', 'team', 'member']"
1138,"['I', 'only', 'just', 'found', 'out', 'yesterday', 'that', 'KRISTEN', 'BELL', 'is', 'the', 'voice', 'of', '#GG', ':', 'l']"
1139,"['And', 'now', 'the', 'wait', 'til', 'the', 'games', 'get', 'started', 'for', 'the', 'day', '.']"
1140,"['Costco', 'Irvine', 'has', 'fresh', 'sushi', 'samples', 'today', '.', 'Awesome', '.']"
1141,"['Today', 'I', 'got', 'a', 'promotion', 'at', 'work', ',', 'and', 'tomorrow', 'I', ""'m"", 'going', 'home', 'to', 'Wisconsin', 'for', 'a', 'few', 'days', '.', 'So', 'content', 'with', 'life', 'right', 'now', '.', ':)']"
1142,"['@N4T4YLOR', ""he'll"", 'probaly', 'have', 'something', 'completely', 'different', 'now', '!', 'Hope', 'your', 'havin', 'a', 'good', 'time']"
1143,"['Major', 'Muslim', 'organisations', 'throw', 'weight', 'behind', '6', 'Nov', 'demo', 'against', 'racism', ',', 'fascism', 'and', 'Islamophobia', 'http://uaf.org.uk/1465']"
1144,"['r', 'rated', 'http://bit.ly/aGV3kX', 'Weekend', 'Movie', 'News', 'Wrap', 'Up', ':', 'July', '11', ',', '2010', 'Screen', 'Rant']"
1145,"['tomorow', 'on', 'day', 'off', '!!', 'youppppiiieeee']"
1146,"['@pjames', 'Add', 'a', 'little', 'Belanger', ',', 'and', 'you', ""'ve"", 'got', 'it', '!', 'Of', 'course', '...', 'after', 'his', 'household', 'items', 'arrive', 'from', 'D', '.', 'C', '.']"
1147,"['Whoo', 'who', 'ready', 'for', 'some', 'Seahawk', 'football', '?', ""Can't"", 'wait', 'to', 'watch', 'my', 'dirtbags', 'on', 'sunday', '.']"
1148,"['Is', 'this', 'rubbish', 'or', 'what', '!?', '441', 'free', 'texts', ',', '588mins', 'and', 'only', 'two', 'days', 'to', 'use', ""'"", 'em', '.', 'http://twitpic.com/2pdxm4']"
1149,"['is', 'at', 'Home-Going', 'Well', '-', 'I', 'take', 'a', 'Break-Online', 'Saturday', '4:30', 'pm-', '6:00', 'pm', 'ET-', 'Good', 'Day-', 'Good', 'Night-Good', 'Week-End', '!!!']"
1150,"['A', 'compliment', 'from', 'a', 'stranger', 'on', 'my', 'outfit', 'as', 'I', 'walked', 'in', 'to', 'work', '=', 'best', 'way', 'to', 'start', 'the', 'day', '!']"
1151,"['@_MissMarika', 'haha', 'I', 'need', 'to', 'update', 'my', 'tan', 'I', 'feel', 'so', 'white', '.', 'My', 'face', '!', 'I', 'have', 'been', 'tanning', 'myself', 'this', 'month', ',', 'hurry', 'up', 'summer', '!']"
1152,"['#blackholidays', '""', 'National', 'forget', 'the', 'he', 'say', 'she', 'say', '...', 'what', 'do', 'God', 'say', 'day', '""']"
1153,"['too', 'lazy', 'to', 'go', 'to', 'school', 'today', '..', 'oh', 'well', ',', 'i', 'have', 'no', 'choice', '..']"
1154,"['RT', '@PLLGirls', ':', 'Episodes', '1-10', 'of', 'Pretty', 'Little', 'Liars', 'will', 'air', 'in', 'the', 'UK', 'on', 'October', '18', '!']"
1155,"['must', 'be', 'a', 'slow', 'news', 'day', 'for', 'everybody', '2', 'b', 'talkin', 'bout', 'a', 'known', 'druggie/acoholic', 'bi', 'actress', 'testin', 'pos', '.', 'for', 'caine']"
1156,"['The', 'only', 'problem', 'with', 'taxing', 'ur', 'car', 'online', 'is', 'its', 'no', 'fun', 'not', 'paying', 'anything', 'for', 'a', '5litre', 'car', 'when', 'its', 'a', 'classic', ':)']"
1157,"['Man', 'i', 'been', 'eatin', 'fastfood', 'everyday', 'im', 'so', 'glad', 'my', 'mommy', 'cookin', 'today', '...']"
1158,"['Lmaao', '!', 'RT', '@TheHomieJoseph', 'I', 'hate', 'when', 'people', 'try', 'to', 'have', 'a', 'convo', '&amp;', 'ask', '""', 'what', ""'s"", 'your', 'name', '""', 'lol', ""com'on"", 'now', 'its', 'right', 'there']"
1159,"['Stairs', ':', 'One', 'more', 'chance', 'to', 'win', 'Roger', 'Waters', 'tickets', 'on', 'KLH', 'tonight', 'between', '6:15', '&amp;', '6:45', '!!', 'http://fb.me/Jjp2pz4I']"
1160,"['Performing', 'on', 'Thursday', ',', 'Sept', '.', '23', 'at', '11:00', 'a.m.', 'in', 'the', 'Student', 'Centre', 'at', 'Centennial', 'College', '(', 'Progress', 'Campus', ')', 'in', 'Scarborough', '.', '@ccsai']"
1161,"['RT', '@papalote415', ':', 'Homemade', 'PAPALOTE', 'Vegan', 'Soyrizo', 'Tamales', 'and', 'Soyrizo', 'Tamales', 'at', 'OFF', 'the', 'GRID', 'Fort', 'Mason', 'at', '5PM', 'TODAY', '!!', '&lt;', '&lt;', 'salsa', ',', 'salsa', ',', 'my', 'fav']"
1162,"['@thelazymarmot', 'ohh', 'really', '?', 'but', 'well', 'you', 'saw', 'most', 'of', 'the', 'concert', 'right', '?', 'have', 'you', 'seen', 'them', 'before', '??']"
1163,"['taken', 'a', 'few', 'minutes', 'ago', 'what', 'do', 'u', 'think', '???', ':)', 'http://twitpic.com/2pdsi9']"
1164,"['@abzmedic', 'I', ""'m"", 'missing', 'autumn', 'because', 'of', 'work', '.', ':(', 'I', 'must', 'get', 'into', 'the', 'forests', 'tomorrow', '!']"
1165,"['no', 'work', 'tonight', '.', 'going', 'to', 'a', 'sweet', 'sixteen', '.', 'shirt', 'and', 'tie', '.', 'free', 'food', '.', 'why', 'not', '.']"
1166,"['@BornThisWayBaby', 'thankk', 'yhuu', '#monsterlove', 'u', 'just', 'made', 'my', 'day', ':D']"
1167,"['@SpankyDuhh', 'well', 'same', 'thing', 'goes', 'to', 'me', 'duhh', 'i', 'need', 'up', 'to', '800', 'more', 'follower', 'before', 'i', 'drop', 'my', 'album', '...']"
1168,"['Amber', 'Le', 'Bon', 'is', 'to', 'walk', 'in', 'Giles', 'Deacon', ""'s"", 'Monday', 'LFW', 'show']"
1169,"['Soulja', 'Boy', '|', 'TheDeAndreWay', '.', 'com', '-', 'The', 'DeAndre', 'Way', 'in', 'stores', 'Nov', '.', '2', ',', '2010', 'http://t.co/woAiLlZ', 'via', '@SouljaBoy']"
1170,"['Game', '@', 'Widener', 'tonight', 'at', '7:30']"
1171,"['@_Kinghoopa', 'the', 'one', 'thats', 'out', 'now', 'is', 'free', '...', 'Father', 'to', 'tha', 'Game', 'is', 'droppin', 'in', 'a', 'month', 'or', 'so', '..']"
1172,"['I', 'went', 'to', 'old', 'navy', 'today', 'and', 'bought', 'two', 'pairs', 'of', 'pants', '.', 'Now', 'I', 'have', 'three', 'pairs', 'of', 'pants', '!']"
1173,"['Mayday', 'Parade', '&amp;', 'The', 'Maine', 'in', 'like', '16', 'days', ',', 'excitedddd', '.', 'All', 'time', 'low', 'next', 'year', ',', 'maybe', '.']"
1174,"['@frankenteen', 'So', 'excited', '!', 'But', '....', 'I', 'just', 'called', 'into', 'work', 'Tuesday', 'night...it', ""'s"", 'horrible', 'but', 'at', 'the', 'same', 'time', 'really', 'important', 'to', 'work', '.']"
1175,"['@Kybil', 'Hmm', '...', 'I', 'probably', 'would', '.', 'I', ""don't"", 'know', 'if', 'I', 'can', 'find', 'a', 'visual', 'for', ""R'lyeh,"", 'though', '.', 'I', 'may', 'have', 'to', 'bust', 'out', 'my', 'copy', 'of', 'the', 'story', '...']"
1176,"['""', 'In', 'business', ',', 'Tuesday', 'is', 'usually', 'the', 'most', 'productive', 'day', '.', 'For', 'Twitter', ',', 'is', 'when', 'people', 'tweet', 'the', 'most', '""', '-', 'Ironic', ',', ""isn't"", 'it', '?']"
1177,"['@imRockey', 'I', 'will', 'let', 'you', 'know', 'when', 'you', 'can', 'take', 'another', 'visit', ';', 'today', 'was', 'a', 'little', 'quiet', '.']"
1178,"['Uhmm', '.', 'Looks', 'like', ""I'm"", 'not', 'leaving', 'my', 'house', 'tonight', '!']"
1179,"['@TMCphotographs', 'I', 'know', ',', 'but', 'there', 'are', 'plenty', 'of', 'mid', 'week', 'programmes', 'that', 'I', 'can', 'take', 'the', 'piss', 'out', 'of', 'now', 'the', 'winter', 'is', 'almost', 'upon', 'us', '.', 'xx']"
1180,"['@uppercasem', '@cecinestpastom', 'pig', 'pinata', 'for', 'the', 'big', 'day', '?', 'http://j.mp/9ack1V']"
1181,"['@TheRealDavidgs', 'How', 'kind', 'I', 'greatly', 'enhanced', 'my', 'confidence', 'for', 'success', 'after', 'attending', 'this', 'seminar', '.', 'http://lz.ly/2bIR', 'Fair']"
1182,"['After', 'work', 'nap', 'time', ';', 'Shhhhhhh', '*Do', 'not', 'disturb*']"
1183,"['Drycleaners', 'then', 'shape', 'up', '.', 'Get', 'fresh', 'then', 'off', 'to', 'd', 'red', 'carrots', 'tonight', '.', 'Holla', 'at', 'ur', 'boi']"
1184,"['30', 'Mosques', 'in', '30', 'Days', ':', 'A', 'Trip', 'Through', 'Islamic', 'America', 'http://dlvr.it/5RdYv']"
1185,"['RT', '@AKingPNCRadio', ':', 'Shout', 'out', 'to', '@Laureluxe', 'for', 'a', 'dope', 'show', 'today', 'on', '@TheLuxeHour', 'w/special', 'guest', '@cheridennis', '...', 'audio', 'droppin', 'later', 'tod', '...']"
1186,"['RT', '@GreatestQuotes', ':', '""', 'When', 'everything', 'seems', 'to', 'be', 'going', 'against', 'you', ',', 'remember', 'that', 'the', 'airplane', 'takes', 'off', 'against', 'the', 'wind', ',', 'not', 'with', 'it', '.""', '...']"
1187,"['I', 'just', 'took', '""', '(', 'All', 'Parts', ')', '+', '(*', 'New', 'Season', '2', ',', 'All', 'Parts*)', ""You've"", 'been', 'fri', '...""', 'and', 'got', ':', 'PART', '10', ',', 'A', 'MILLION', 'YEARS', '!!', 'Try', 'it', ':', 'http://bit.ly/bRCD9M']"
1188,"['@ahmong', ""I'm"", 'thinking', 'they', 'trade', 'him', 'before', 'the', 'deadline', 'and', 'try', 'to', 'blow', 'it', 'up', 'so', 'they', ""don't"", 'lose', 'him', 'for', 'nothing', '.']"
1189,"['It', 'sucks', 'when', 'you', 'eat', 'old', 'cookies', 'for', 'lunch', 'and', 'they', 'make', 'you', 'feel', 'barfy', '.']"
1190,"['going', 'to', 'have', 'to', 'go', 'to', 'bed', 'before', 'i', 'cry', '.', 'wish', 'you', 'would', 'make', 'an', 'effort', 'to', 'be', 'there', 'for', 'me', 'like', 'i', 'am', 'for', 'you', '.']"
1191,"['Stephen', ',', 'the', 'Intellectual', '.', '@bbhess', 'I', 'bet', 'ppl', 'that', 'design', 'book', 'covers', 'for', 'a', 'living', 'hate', 'when', 'people', 'say', 'do', ""n't"", 'judge', 'a', 'book', 'by', 'its', 'cover']"
1192,"['#asdrakesays', '""', 'what', ""'s"", 'a', 'star', 'when', 'his', 'most', 'important', 'fan', 'is', 'missing', '?""']"
1193,"['Ah', ',', 'that', 'has', 'seriously', 'made', 'my', 'day', '.', ':D', '@chrisbrown', ',', 'iloveyousomuch&amp;hearts', ';']"
1194,"['RT', '@askyfullofstars', ':', 'AstronomersWithoutBorders', 'has', 'a', 'list', 'of', 'live', '#InOMN10', 'broadcasters', 'for', 'online', 'Moon', 'viewing', 'Sept', '18', 'http://is.gd/ffDFE']"
1195,"['Also', ',', 'I', 'learned', 'at', 'school', 'today', 'that', 'everyone', ',', 'in', 'fact', ',', 'knows', '@penguin1124', '.', '(', 'I', 'learned', 'this', ',', 'no', 'joke', ',', 'during', 'choir', '.', ')', '#fact']"
1196,"['Need', 'to', 'put', 'summer', 'to', 'bed', 'by', 'Monday', '--', 'just', 'in', 'time', 'for', 'the', 'equinox', '.']"
1197,"['AND', 'EVERYTHING', 'YOU', 'STAND', 'FOR', ',', 'TURNS', 'ON', 'YOU', 'TO', 'SPITE', 'YOU', '?', 'WHAT', 'HAPPENS', 'WHEN', 'YOU', 'BECOME', 'THE', 'MAIN', 'SOURCE', 'OF', 'HER', 'PAIN', '?']"
1198,"['im', 'doin', 'the', 'most', 'Homework', 'on', 'a', 'friday', '#blown']"
1199,"['@MATHHOFFA', '@darealjustjuice', 'yo', 'I', 'put', 'that', 'bitch', 'boy', 'in', 'his', 'place', 'the', 'other', 'day', '.', 'Do', ""n't"", 'even', 'waste', 'ya', 'time', 'wit', 'clowns']"
1200,"['@yanxfan24', 'We', 'should', 'win', 'but', 'I', 'said', 'that', 'on', 'Tuesday', '.', 'These', 'games', 'are', 'normally', 'pretty', 'poor', 'though', '.', 'Probably', '0-0', 'lol']"
1201,"['the', 'last', 'group', 'dalam', 'lab', ',', 'for', 'the', 'first', 'time']"
1202,"['@davidcushman', 'David', ',', 'I', 'just', 'realised', 'the', 'other', 'day', ""you're"", 'no', 'longer', 'at', 'Brando', '?', 'How', 'come', '?', 'Doing', 'your', 'own', 'thing', '?!', '(', 'ps', 'yeah', 'it', 'sucks', '!', ')']"
1203,"[""i've"", 'had', 'a', 'wicked', 'week']"
1204,"['Does', 'anyone', 'else', 'hate', 'when', 'authors', 'spend', 'the', 'first', 'half', 'of', 'each', 'book', 'chapter', 'telling', 'you', 'what', 'the', 'rest', 'of', 'the', 'chapter', 'is', 'going', 'to', 'be', 'about', '?']"
1205,"['Change', 'of', 'Plans', 'on', 'Saturday', '!', ""We'll"", 'be', '@', 'Glover', 'Park', 'farmers', 'market', ',', '9-1', 'in', 'DC', '.', 'Come', 'by', 'and', 'try', 'some', 'old', 'favorites', '&amp;', 'crazy', 'new', 'flavors', '!']"
1206,"['Well', 'had', 'the', 'weigh', 'in', 'today', '.', ""I've"", 'lost', 'a', 'pound', '!!!', ""I've"", 'had', 'no', 'alcohol', ',', 'no', 'puddings', ',', 'no', 'crisps', ',', 'no', 'chocolate', '&amp;', ""I've"", 'only', 'lost', 'a', 'pound', '!!!!!']"
1207,"['But', 'in', 'any', 'case', 'I', 'suppose', 'you', 'will', 'not', 'let', 'it', 'away', 'for', 'some', 'days', '?']"
1208,"['@MsAustinTaylor', 'whats', 'been', 'going', 'on', 'today', '?']"
1209,"['Reading', ':', 'Tips', ':', 'Long-press', 'address', 'bar', 'to', 'share', 'URL', ':', 'Shared', 'by', 'Renee', 'Or', 'as', ""I'd"", 'describe', 'it', ',', 'a', 'shortcut', 'to', 'the', '""', 'N', '...', 'http://bit.ly/cPZU6A']"
1210,"['Today', 'I', 'justt', 'felt', 'special', 'forr', 'no', 'reason', '&lt;', '3', '.', 'It', 'wass', 'cool', 'thou(', ':']"
1211,"['5:59', 'and', 'the', 'train', 'comes', 'to', 'a', 'halt', '.', 'Here', 'we', 'go', 'again', 'I', 'do', 'not', 'think', 'so', '.', 'There', ""'s"", 'sun', 'this', 'time', '!', 'What', ""'s"", 'the', 'deal', ',', 'LIRR', '?', 'OK', ',', 'back', 'on', 'the', 'move', '.']"
1212,"['Katie', 'up', '6-0', 'after', '1st']"
1213,"['RT', '@ATeenageThought', ':', 'i', 'hate', 'it', 'when', 'my', 'parents', 'want', 'me', 'to', 'come', 'home', 'early', 'from', 'a', 'party', ',', 'but', 'i', 'wanna', 'stay', 'really', 'late', '#ATeenageThought']"
1214,"['@Iamjustinbieb', 'i', 'know', 'that', 'today', 'is', 'follow', 'friday', '.', 'so', 'im', 'guessing', 'thats', 'what', 'i', 'means', '.', 'but', 'im', 'not', 'suree', 'lmaoo']"
1215,"['Good', 'morning', '!', 'Today', ""'s"", 'Software', 'Freedom', 'Day', '.', 'Join', 'us', 'at', 'UP', 'Diliman', 'for', 'a', 'day', 'of', 'great', 'events', '.', 'Free', 'admission', '!', 'http://ow.ly/2FM1n', '#sfdphils']"
1216,"['#cricket', 'Lancashire', 'let', 'Powell', 'go', 'early', ':', 'Lancashire', 'have', 'released', 'West', 'Indies', 'fast', 'bowler', 'Daren', 'Powell', 'a', 'year', 'befo', '...', 'http://bit.ly/aLxTis']"
1217,"['@ShayalKumar', 'GooD', 'MorNinG', ':)', 'HaVe', 'A', 'GrEaT', 'DaY', ':)']"
1218,"['@diggy_simmons', '#diggyfollows50', 'diggy', 'should', 'follow', 'me', 'because', 'i', 'saw', 'him', 'at', '@justinbieber', ""'s"", 'concert', 'on', 'september', 'third', ':D']"
1219,"['@cprieboy', 'At', 'the', 'end', 'of', 'the', 'year', '?', 'Sometime', 'in', 'May', '.', 'They', 'are', 'just', 'starting', 'at', 'the', 'beginning', 'of', 'August', 'now', 'instead', 'of', 'the', 'middle', '.']"
1220,"['LOL', 'A-W-E-S-O-M-E', '!!', 'btw', ',', 'totally', 'agree', 'RT', '@fanoffob', 'Fall', 'Out', 'Boy', 'is', 'gay', '#reallymeans', 'I', ""'m"", 'secretly', 'a', 'big', 'time', 'fan', '.']"
1221,"['Icecream', 'time', '!', '#baskinrobbins']"
1222,"['@PageVGP', ""I'm"", 'pretty', 'sure', 'it', ""doesn't"", 'exist', '..', 'I', 'said', 'it', 'when', 'I', 'was', 'really', 'young', ',', 'and', 'I', 'still', 'say', 'it', 'now', '..']"
1223,"['Said', 'it', 'once', 'and', 'I', 'will', 'say', 'it', 'again', ',', 'when', 'someone', 'shows', 'you', 'who', 'they', 'are', ',', 'BELIEVE', 'THEM', '!!']"
1224,"['Thanks', 'and', 'I', 'will', 'RT', '@InnerGizerBunni', '@kizfoprez_TR', 'Happy', 'Berlated', 'Birthday', '!', 'I', 'hope', 'u', 'have', 'fun', '&lt;', 'live', 'it', 'up', 'tonight', '..', 'Enjoy', '&lt;', 'b', 'safe', '!']"
1225,"['e', 'tem', 'mais', '....', 'Robinho', 'no', 'meu', 'time', 'eh', 'banco', ',', 'mesmo', 'com', 'o', 'Pato', 'machucado', '!', 'Tenho', 'dito', '!']"
1226,"['Happy', 'birfday', 'to', 'the', 'only', 'p-i-m-p', 'I', 'know', '...', '@amcdavid', '!', 'We', ""'re"", 'getting', '""', 'white', 'boy', 'wasted', '""', 'tonight', '!']"
1227,"['@FerLiebe', ':D', 'how', 'is', 'fer', 'today', '??']"
1228,"['@lexi_nicole2010', 'That', ""'s"", 'not', 'the', 'story', 'by', 'a', 'long', 'shot', 'biotch', '!']"
1229,"['Safety', 'Day', 'tomorrow', 'at', 'North', 'Phoenix', 'ATA', '.', 'Kids', 'Self-Defense', 'class', 'from', '12-1', 'pm', ',', 'Safety', 'Presentation', 'from', '1-2', ',', 'Adult', 'Self-Defense', 'from', '2-3', '.']"
1230,"['It', ""'s"", 'the', 'fescue', 'turf', 'grass', 'aeration', '&amp;', 'overseeding', 'season', 'for', 'Atlanta', '&amp;', 'N', '.', 'Georgia', '.', 'Do', 'some', 'evaluation', '&amp;', 'planning', 'beforehand', ',', 'there', ""'s"", 'time']"
1231,"[""We're"", 'on', 'the', 'tall', 'ship', 'Silva', 'tonight', '.', 'Still', 'a', 'few', 'tickets', 'available', '.', 'Rain', 'is', 'gone', 'and', ""we're"", 'getting', 'ready', 'to', 'set', 'sail', '.', '1030', 'PM', 'we', 'depart']"
1232,"['Yesterday', 'my', 'son', 'forgot', 'his', 'jacket', 'at', 'school', '.', 'Today', 'he', 'remembered', 'to', 'bring', 'home', 'the', 'jacket', ',', 'but', 'forgot', 'his', 'lunchbox', '.']"
1233,"['Im', ""'"", 'performing', 'tonight', 'at', '8', 'Bond', 'Street', 'in', 'Soho', '.', 'If', 'your', 'in', 'the', 'city', ',', 'hit', 'me', 'up', ',', 'and', 'then', 'swing', 'through', 'around', '10ish', '!']"
1234,"['Can', 'your', 'CMS', 'guarantee', 'pixel-precise', 'output', 'when', 'compared', 'to', 'our', 'MS-Paint', 'designs', '?', '#cmsretractions']"
1235,"['Still', 'on', 'my', '@teganandsara', 'kick', '!', 'It', ""'s"", 'been', 'a', 'solid', '2', 'weeks', '!']"
1236,"['@TempestBeauty', 'Ive', 'heard', 'of', 'that', '.', ""Hadn't"", 'heard', 'it', 'called', 'that', 'before', '.', 'I', 'considered', 'it', 'but', 'my', 'hair', 'is', 'so', 'oily', ',', 'I', 'think', 'I', 'would', 'look', 'dirty', '.', ':)']"
1237,"['Recording', 'vocals', 'tonight', '!', ""Can't"", 'wait', 'for', 'the', 'song', 'to', 'be', 'done', '!']"
1238,"['May', 'have', 'overdone', 'it', 'today', '...', 'My', 'back', 'hurts', '...', ':-(']"
1239,"['Totes', 'just', 'pissed', 'off', 'the', 'Vista', 'del', 'Lago', 'Eagles', ',', 'well', 'some', 'of', 'em', 'by', 'saying', '""', 'Go', 'Lancers', '!!""', 'teehee', '.', ""They're"", 'playing', 'each', 'other', 'tonite', '!', 'lol']"
1240,"['Is', 'Joaquin', 'Phoenix', 'Our', 'Modern', 'Day', 'Andy', 'Kaufman', '?:', '...', 'the', 'bizarre', 'events', 'leading', 'up', 'to', 'this', 'moment', ',', 'the', 'movie', 'could', '...', 'http://bit.ly/aUZ2on']"
1241,"['im', 'tired', 'of', 'doing', 'this', 'short', 'hair', 'thing', '.', 'i', 'need', 'pay', 'day', 'to', 'come', 'alreadyyyy', '!!']"
1242,"['Gotta', 'call', 'mom', '2', 'let', 'her', 'know', 'it', ""'s"", 'almost', '3', '.', 'Yli', 'gets', 'out', 'in', '15', '.', 'Mom', 'took', 'the', 'antenna', 'home', 'today', '&lt;', 'connected', 'it', 'at', 'home', ',', 'finally', '.']"
1243,"['UPDATE', '1-Cricket-Gul', 'takes', 'six', 'wickets', 'as', 'Pakistan', 'beat', 'England', ':', 'LONDON', ',', 'Sept', '17', '(', 'Reuters', ')', '-', 'Umar', 'Gul', 'took', '...', 'http://bit.ly/ckNyMG', '#Cricket']"
1244,"['@peterc83', 'night', 'night', 'good', 'luck', 'tomorrow', 'x']"
1245,"['Today', 'is', 'friday', '.', 'Crap', 'forgot', 'XD']"
1246,"['If', 'you', 'can', 'smile', 'when', 'things', 'go', 'wrong', ',', 'you', 'have', 'someone', 'in', 'mind', 'to', 'blame', '.']"
1247,"['RT', '@davehodg', ':', 'Pope', 'says', 'atheists', 'pick', '&amp;', 'choose', 'their', 'morals', '.', 'Correct', '.', 'Today', 'I', 'will', 'be', 'frowning', 'on', 'child', 'abuse', '&amp;', 'not', 'having', 'a', 'problem', 'wit', '...']"
1248,"['RT', '@jettathatsme', ':', '#nowplaying-', 'This', 'Is', 'Our', 'Someday', '-', 'Big', 'Time', 'Rush', '&lt;', '3', ':)']"
1249,"['overnight', 'tonight', '...', 'gheyyyy']"
1250,"['Morning', '.', 'Work', 'today', '.', 'Hope', 'I', 'get', 'lots', 'of', 'money', '.', ""They're"", 'going', 'to', 'be', 'in', 'a', 'bad', 'mood', 'due', 'to', '#geelong', '...', '#MelbourneTomorrow']"
1251,"['@angelajames', '@roxannestclaire', 'I', 'have', ""n't"", 'tried', 'MAC', '.', 'Next', 'time', '!']"
1252,"['RT', '@HippoArmy', ':', 'Thousands', 'of', 'angry', 'masturbators', 'marched', 'against', 'Christine', ""O'Donnell"", 'today', 'http://bit.ly/9nTWQw', 'Seriously', '.']"
1253,"['@endlesskies', 'ik', 'me', '2', '.', 'At', 'night', 'I', ""'m"", 'wide', 'awake', 'but', 'the', 'daytime', ',', 'I', ""'m"", 'so', 'tired', 'my', 'day', 'drags']"
1254,"['Cowboy', 'fans', 'remember', 'when', 'Da', 'Bears', 'demolished', 'you', 'guys', '44-0', 'in', 'your', 'own', 'home', 'in', '1985', '??', 'same', 'year', 'we', 'won', 'the', 'superbowl', '!', '#BEARDOWN']"
1255,"['@k8_walsh', 'I', ""'ve"", 'been', 'out', 'of', 'the', 'loop', ',', 'but', 'is', 'Private', 'Practice', 'coming', 'back', 'this', 'year', '?']"
1256,"['RT', '@pinkbikeralph', ':', 'Working', 'at', 'BAR', 'tonight', '.', '1309', 'sansom', 'st', '.', 'More', 'secrets', 'than', 'Copa', '.', 'Shhhhh', '...']"
1257,"['RT', '@Durell_G', ':', 'When', 'life', 'throws', 'u', 'lemons', '...', 'Throw', 'them', 'back', '..', '&lt;', 'make', 'lemonade', 'or', '@giapo', 'sorbet', '?']"
1258,"['Bio', 'Spot', '6', 'Month', 'Spot', 'On', 'Flea', '&amp;', 'Tick', 'Cats', '5', 'lbs', '&amp;', 'Over', '#E_BAY', '#forsale', '#supplies', '#pet', '#SFO', 'http://3taps.com/w/ML2EQ4']"
1259,"['Men', ""'s"", 'soccer', 'vs', '.', 'Crown', 'College', 'at', 'home', 'tomorrow', 'at', '2', 'pm', '.', 'Come', 'support', 'your', 'Eagles', '!', 'Praying', 'for', 'you', 'guys', '!']"
1260,"['Tomorrow', 'is', 'Saturday', '.', 'Aka', '#dreadlock', 'day', '.', 'Bring', 'on', 'the', 'twist', 'n', 'rip', '...', '#TnR', '#reggae', '#rasta', '#marley', '#bobmarley']"
1261,"['wore', 'socks', 'for', 'second', 'day', 'in', 'a', 'row', '...', 'RIP', 'Summer']"
1262,"['@paulwalk', 'It', ""'s"", 'the', 'view', 'from', 'where', ""I'm"", 'living', 'for', 'two', 'weeks', '.', 'Empire', 'State', 'Building', '=', 'ESB', '.', 'Pretty', 'bad', 'storm', 'here', 'last', 'evening', '.']"
1263,"['Ahaha', ',', 'the', 'look', 'on', '@__nancy', ""'"", 's', 'face', 'when', 'someone', 'asks', ""'"", 'What', 'part', 'of', 'the', 'States', 'are', 'you', 'from', ""?'"", 'is', 'PRICELESS', '.']"
1264,"['I', 'madw', 'my', 'email', 'when', 'i', 'was', '10', 'and', 'yeah', 'its', 'really', 'embarissing', 'lol']"
1265,"['Beautiful', 'day', 'in', 'Chicago', '!', 'Nice', 'to', 'get', 'away', 'from', 'the', 'Florida', 'heat', '.']"
1266,"['Season', 'opener', 'for', 'Bradley', 'Soccer', 'tonight', '!']"
